X1,X2,color
0.0,0.0,c1
-0.0004572182569639057,0.0019511534008938552,c1
0.001194299573274617,0.0038259431572566713,c1
-0.00023129931312317775,0.006007573035980142,c1
-0.0008963468894891693,0.007965759995558201,c1
0.002162341162767048,0.0097839401011976,c1
0.0026241662977410807,0.01173420145818826,c1
-0.000997848644698066,0.013992521444328464,c1
0.0010776242464354867,0.015995805893921806,c1
-0.006629484652672617,0.016773485971436006,c1
0.006116595496266257,0.01908381702823448,c1
0.006230971191254931,0.021145137066015063,c1
0.006804150516470547,0.023065438782459882,c1
-0.007699982149881398,0.02488819817860903,c1
0.0012735615385810262,0.02802719169232476,c1
0.0036183835239673584,0.029841550387767306,c1
0.006663611778269453,0.0313640654080211,c1
0.006570878743635661,0.03342845287507544,c1
0.014329722478990519,0.03310375578769036,c1
-0.005956304758371938,0.037607390336863215,c1
0.0047897828188606115,0.039792929420645266,c1
0.0015627646514856535,0.042055142268615925,c1
0.009407691910768458,0.04307275968659675,c1
0.013403327333330096,0.04410034326711407,c1
0.02118030754544266,0.04318145775901072,c1
0.005327570571124001,0.049816132648070686,c1
0.017549255919775613,0.049059883320357184,c1
-0.007923825080103239,0.05352487348556527,c1
0.010477540632498948,0.05512533786651848,c1
0.02497770102493977,0.05247485995623513,c1
0.009632428614994104,0.05934357281513927,c1
0.01930525953330825,0.059048532629252276,c1
0.02881552381947888,0.05728960525618512,c1
0.030169330747020037,0.05884970598072883,c1
0.029347540115793925,0.061492060670387975,c1
0.01777011697708121,0.06785191154133974,c1
0.02224992706622522,0.06862753907762811,c1
0.01705097228050177,0.07216116844924764,c1
0.034688078349214814,0.06779314653955755,c1
0.05556353646738738,0.05496455783878555,c1
0.02642094241357796,0.07568098048579729,c1
0.017559097666894626,0.08026615097805344,c1
0.028378442361835263,0.07923997039041489,c1
-0.006053455180171557,0.08595945945413312,c1
0.034521261403560426,0.08113785606938391,c1
0.016259398833469794,0.08870247690692587,c1
0.03086207018018044,0.08686478264360284,c1
0.034972374093105316,0.08745503625150741,c1
0.04911333948103778,0.08270945999504159,c1
0.04145570639779297,0.08901660498557644,c1
0.05398724554371874,0.08441266279062723,c1
0.012200170596590437,0.10147362721011018,c1
0.014174021310406884,0.10323996928937693,c1
0.041817086330418966,0.09763406415430698,c1
0.03437157864035477,0.10261282046583298,c1
0.04413272290633617,0.10099924928950152,c1
0.05573306134539497,0.09740714965280717,c1
0.0496660238697938,0.10286606069000236,c1
0.06351114409000587,0.09734639428376164,c1
0.08332773741234473,0.08388296437551503,c1
0.03393510662278505,0.11535242433713727,c1
0.05589720969972723,0.10871622249354647,c1
0.06585035409600458,0.10536327572117264,c1
0.05642373964384681,0.11294271391244555,c1
0.0845497612564279,0.0964420603527471,c1
0.005332854316456664,0.1301513119680117,c1
0.10643396276949092,0.07852208107372023,c1
0.04077405474744103,0.12792777848256653,c1
0.07552965078786675,0.11342609222404755,c1
0.08844939351672873,0.10628786349088994,c1
0.055148753580584665,0.1289854674266823,c1
0.08741121313930607,0.11226833227753852,c1
0.09492452698932956,0.10866704961977623,c1
0.09310621983404943,0.11283949797847845,c1
0.058831496778012964,0.13612764060815566,c1
0.12669813536307384,0.08085699238361853,c1
0.0927307615649518,0.12082094126750055,c1
0.05819542760373226,0.142914105527875,c1
0.10673690083936596,0.11419663222665948,c1
0.09469436155780364,0.12687448229651968,c1
0.1074091456616748,0.11902093702152595,c1
-0.010285256730919741,0.16199847302950618,c1
0.13089288143546735,0.09935271110719393,c1
0.10662643255356033,0.1276611116859901,c1
0.10924836599344016,0.12807041079497908,c1
0.0955259064710935,0.1410345664012672,c1
0.12866289873662534,0.1146671288807272,c1
0.13596065909539734,0.10914287636673793,c1
0.1214392058397386,0.12787805124699714,c1
0.14928910799356224,0.09759036560498847,c1
0.12126986272919088,0.13350509440857092,c1
0.11028711482685798,0.14523652038585794,c1
0.09350738605884078,0.15889682221665072,c1
0.10958164788780836,0.15075364907039138,c1
0.14950984834402284,0.11459758509667478,c1
0.1290914902780332,0.13992934465612067,c1
0.1240238580453614,0.14707135066405094,c1
0.15022012851245728,0.12337305147020936,c1
0.10627289181868044,0.16515507466889326,c1
0.12647212835752727,0.1528597018654328,c1
0.15185189480471686,0.13077263982739235,c1
0.16139169065682854,0.12214920852764755,c1
0.16242388700122118,0.12410256104715894,c1
0.15944627164420286,0.13108448059216662,c1
0.16713647582890193,0.12451094330785675,c1
0.1888816507760188,0.09273970355172904,c1
0.13578535923962234,0.16336050007874875,c1
0.1483624826891098,0.15481701699576855,c1
0.19392079564722334,0.09611404883928933,c1
0.1264792571788945,0.17809454038811556,c1
0.1919633259738075,0.10837095475151554,c1
0.11582056413252692,0.18991399609576806,c1
0.1622001774927831,0.15513996952096318,c1
0.1970633665605824,0.11156589133932217,c1
0.17506341923128724,0.14678338026734253,c1
0.17841678175758507,0.14587559248999954,c1
0.20346925455558548,0.1124286710109064,c1
0.1273501793407209,0.19686953713174926,c1
0.19307791722794315,0.13652974773893756,c1
0.2047983793627509,0.12218380152680294,c1
0.19019037588119092,0.14716899799207156,c1
0.1815966646617784,0.16069104527154582,c1
0.18228191579690603,0.16293607186665576,c1
0.2166041357791754,0.11764965149426268,c1
0.15105585855914236,0.19731417489886666,c1
0.22101934683678834,0.11790335164384205,c1
0.1999958803818972,0.1541441789867214,c1
0.20823336705960127,0.14633422396933346,c1
0.2356682910208606,0.10128864270842236,c1
0.2380089384225178,0.10090987134256016,c1
0.2309844095133739,0.12048823980114814,c1
0.2315787574818679,0.12365549325956747,c1
0.24854080896158784,0.09057090519907916,c1
0.26442155865931594,0.033483050309731865,c1
0.250488406548525,0.09678697421093706,c1
0.2101887129154651,0.17033256324492455,c1
0.16991391363011474,0.21309642919654675,c1
0.2735214159102439,0.023732727590984725,c1
0.1903514349200693,0.20061892178857746,c1
0.2721739317290096,0.05929095019021055,c1
0.2689208915675553,0.07997560499051108,c1
0.24570562441233226,0.13954138802266206,c1
0.2725227419142288,0.08192038573524069,c1
0.23739368754683265,0.16052540387411648,c1
0.28385650025889986,0.05198327855790416,c1
0.2531280609589455,0.14270107446374936,c1
0.28273074856111324,0.07529545618002505,c1
0.2889716115017957,0.05725549537763806,c1
0.27215708472575023,0.1178899462902538,c1
0.2972008756116305,-0.028843093324564563,c1
0.2897777047277137,0.07993725495634207,c1
0.2965095717349171,0.06043167417354822,c1
0.274659187595618,0.13171600747835532,c1
0.28742200340708834,0.10677201221910433,c1
0.3079701537067749,0.019974529708625482,c1
0.2741767891172442,0.1459885084253712,c1
0.22980293310916386,0.211955559458202,c1
0.2923039756822995,0.11640427876714975,c1
0.2806167510787314,0.14666582590848146,c1
0.31028938211167995,0.07245834721292818,c1
0.3154105867932845,0.057680099026680275,c1
0.2934103911264717,0.13420255553905658,c1
